ID,Site,Date,Crew,Crew Count,EventType,Method,Equipment,StartTime,EndTime,TotalEffort,TransectBottomLat,TransectBottomLong,TransectTopLat,TransectTopLong,ObsID,Species,Count,Length,FishStatus,CaptureType,ClipType,LavageID,StomachContents,StomachContentsWeight,FishContentWeight,Water_Temperature,TagNumber,Comments
205,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,31,Northern Pikeminnow,1,269,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
206,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,32,Northern Pikeminnow,1,305,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
207,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,33,Northern Pikeminnow,1,285,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
208,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,34,Northern Pikeminnow,1,287,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
209,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,35,Northern Pikeminnow,1,434,Live,Mark,Lower Caudal Clip,BH21-007,,,,10.3,,
210,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,36,Northern Pikeminnow,1,305,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
211,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,37,Northern Pikeminnow,1,470,Live,Mark,Lower Caudal Clip,BH21-008,,,,10.3,10-68134,
212,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,38,Northern Pikeminnow,1,353,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
213,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,39,Northern Pikeminnow,1,428,Live,Recapture,Upper Caudal Clip,,Aquatic Veg,,,10.3,,Aquatic Vegitation
214,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,40,Northern Pikeminnow,1,343,Live,Mark,Lower Caudal Clip,BH21-009,,,,10.3,,
215,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,41,Northern Pikeminnow,1,436,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
216,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,42,Northern Pikeminnow,1,425,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,10-68133,
217,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,43,Northern Pikeminnow,1,353,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,10-68132,
218,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,44,Northern Pikeminnow,1,324,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,10-68131,
219,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,45,Northern Pikeminnow,1,350,Live,Mark,Lower Caudal Clip,BH21-010,,,,10.3,10-68130,
220,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,46,Northern Pikeminnow,1,352,Live,Mark,Lower Caudal Clip,BH21-011,,,,10.3,10-68129,
221,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,47,Northern Pikeminnow,1,380,Live,Mark,Lower Caudal Clip,BH21-012,,,,10.3,10-68128,
222,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,48,Northern Pikeminnow,1,430,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,10-68127,
223,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,49,Northern Pikeminnow,1,300,Live,Mark,Lower Caudal Clip,BH21-013,,,,10.3,10-68126,
224,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,50,Northern Pikeminnow,1,320,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,10-68360,
225,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,51,Northern Pikeminnow,1,321,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,10-68361,
226,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,52,Northern Pikeminnow,1,302,Live,Mark,Lower Caudal Clip,,Aquatic Veg,,,10.3,10-68362,
227,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,53,Northern Pikeminnow,1,312,Live,Mark,Lower Caudal Clip,BH21-014,,,,10.3,,
228,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,54,Northern Pikeminnow,1,254,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
229,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,55,Northern Pikeminnow,1,222,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
230,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,56,Northern Pikeminnow,1,259,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
231,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,57,Northern Pikeminnow,1,502,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
232,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,58,Northern Pikeminnow,1,344,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
233,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,59,Northern Pikeminnow,1,457,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
234,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,60,Northern Pikeminnow,1,367,Live,Mark,Lower Caudal Clip,BH21-015,,,,10.3,,
235,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,61,Northern Pikeminnow,1,329,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
236,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,62,Northern Pikeminnow,1,362,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
237,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,63,Northern Pikeminnow,1,338,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
238,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,64,Northern Pikeminnow,1,430,Live,Mark,Lower Caudal Clip,BH21-016,,,,10.3,,
239,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,65,Northern Pikeminnow,1,323,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
240,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,66,Northern Pikeminnow,1,355,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
241,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,67,Northern Pikeminnow,1,474,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
242,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,68,Northern Pikeminnow,1,431,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
243,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,69,Northern Pikeminnow,1,378,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
244,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,70,Northern Pikeminnow,1,305,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
245,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,71,Northern Pikeminnow,1,370,Live,Mark,Lower Caudal Clip,BH21-017,,,,10.3,,
246,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,72,Northern Pikeminnow,1,335,Live,Mark,Lower Caudal Clip,BH21-018,,,,10.3,,
247,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,73,Northern Pikeminnow,1,404,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
248,Deadwater Slough,10/21/2020,Brian Hamilton,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,17:00,300,45.382689,-114.066274,45.38974,-114.046771,74,Northern Pikeminnow,1,380,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
249,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,1,Northern Pikeminnow,1,387,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
250,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,2,Northern Pikeminnow,1,324,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
251,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,3,Northern Pikeminnow,1,245,Live,Mark,Lower Caudal Clip,ME21-001,,,,10.3,,
252,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,4,Northern Pikeminnow,1,322,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
253,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,5,Northern Pikeminnow,1,324,Live,Mark,Lower Caudal Clip,ME21-002,,,,10.3,,
254,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,6,Northern Pikeminnow,1,324,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
255,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,7,Northern Pikeminnow,1,301,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
256,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,8,Northern Pikeminnow,1,333,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
257,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,9,Northern Pikeminnow,1,329,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
258,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,10,Northern Pikeminnow,1,347,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
259,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,11,Northern Pikeminnow,1,403,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
260,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,12,Northern Pikeminnow,1,294,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
261,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,13,Northern Pikeminnow,1,333,Live,Mark,Lower Caudal Clip,DNL,,,,10.3,,
262,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,14,Northern Pikeminnow,1,291,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
263,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,15,Northern Pikeminnow,1,327,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
264,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,16,Northern Pikeminnow,1,314,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
265,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,17,Northern Pikeminnow,1,329,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
266,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,18,Northern Pikeminnow,1,427,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
267,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,19,Northern Pikeminnow,1,237,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
268,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,20,Northern Pikeminnow,1,246,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
269,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,21,Northern Pikeminnow,1,411,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
270,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,22,Northern Pikeminnow,1,366,Live,Mark,Lower Caudal Clip,ME21-003,,,,10.3,,
271,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,23,Northern Pikeminnow,1,256,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
272,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,24,Northern Pikeminnow,1,225,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
273,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,25,Northern Pikeminnow,1,359,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
274,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,26,Northern Pikeminnow,1,343,Live,Mark,Lower Caudal Clip,,Aquatic Veg,,,10.3,,
275,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,27,Northern Pikeminnow,1,351,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
276,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,28,Northern Pikeminnow,1,236,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
277,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,29,Northern Pikeminnow,1,191,Live,Mark,Lower Caudal Clip,ME21-004,,,,10.3,,
278,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,30,Northern Pikeminnow,1,318,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
279,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,31,Northern Pikeminnow,1,240,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
280,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,32,Northern Pikeminnow,1,266,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
281,Deadwater Slough,10/21/2020,Mike Edmonson; Gary P,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,16:45,720,45.382689,-114.066274,45.38974,-114.046771,33,Northern Pikeminnow,1,261,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
282,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,1,Northern Pikeminnow,1,462,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
283,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,2,Northern Pikeminnow,1,368,Live,Mark,Lower Caudal Clip,RC21-001,,,,10.3,,
284,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,3,Northern Pikeminnow,1,381,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
285,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,4,Northern Pikeminnow,1,327,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
286,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,5,Northern Pikeminnow,1,356,Live,Mark,Lower Caudal Clip,RC21-002,,,,10.3,,
287,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,6,Northern Pikeminnow,1,393,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
288,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,7,Northern Pikeminnow,1,432,Live,Mark,Lower Caudal Clip,RC21-003,,,,10.3,,
289,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,8,Northern Pikeminnow,1,441,Live,Mark,Lower Caudal Clip,MA21-001,,,,10.3,,
290,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,9,Northern Pikeminnow,1,406,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
291,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,10,Northern Pikeminnow,1,367,Live,Mark,Lower Caudal Clip,MA21-002,,,,10.3,,
292,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,11,Northern Pikeminnow,1,372,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
293,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,12,Northern Pikeminnow,1,450,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
294,Deadwater Slough,10/21/2020,Mike Ackerman; Richie Carmichael,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,12:30,480,45.382689,-114.066274,45.38974,-114.046771,13,Northern Pikeminnow,1,351,Live,Mark,Lower Caudal Clip,RC21-004,,,,10.3,,
295,Deadwater Slough,10/21/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,16:00,540,45.382689,-114.066274,45.38974,-114.046771,14,Northern Pikeminnow,1,460,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,2019 UCC
296,Deadwater Slough,10/21/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,16:00,540,45.382689,-114.066274,45.38974,-114.046771,15,Northern Pikeminnow,1,372,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
297,Deadwater Slough,10/21/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,16:00,540,45.382689,-114.066274,45.38974,-114.046771,16,Northern Pikeminnow,1,400,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
298,Deadwater Slough,10/21/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,16:00,540,45.382689,-114.066274,45.38974,-114.046771,17,Northern Pikeminnow,1,490,Live,Mark,Lower Caudal Clip,CW21-001,,,,10.3,,
299,Deadwater Slough,10/21/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,16:00,540,45.382689,-114.066274,45.38974,-114.046771,18,Northern Pikeminnow,1,484,Live,Mark,Lower Caudal Clip,Empty,,,,10.3,,
300,Deadwater Slough,10/21/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,16:00,540,45.382689,-114.066274,45.38974,-114.046771,19,Northern Pikeminnow,1,450,Live,Mark,Lower Caudal Clip,,Aquatic Veg,,,10.3,,
